sample_id,split,age_group,gender,situation_keyword,physical_disease,emotion_major,emotion_minor,service_label,text,persona_id,talk_id,emotion_code,situation_code,tired_seed_candidate,tired_seed_candidate_reason,tired_seed_manual_keep,tired_seed_manual_note,service_label_original
train-023862,train,중년,여성,"직장, 업무 스트레스",해당없음,불안,스트레스 받는,ANXIOUS,오늘도 회사업무가 많아 야근해서 힘들어 아직도 일이 남아있어 이번 달은 계속 야근이야. 퇴근 후 집에서도 업무를 해야겠지.,Pro_08963,Pro_08963_00029,E32,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS
train-023863,train,중년,여성,"직장, 업무 스트레스",해당없음,불안,스트레스 받는,ANXIOUS,오늘 회사에서 퇴근하기 전 갑자기 일을 시켜서 야근했어. 이럴 땐 회사 다니기 너무 힘들어. 가족들과 함께 산책을 좀 할까 봐.,Pro_08963,Pro_08963_00028,E32,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS
train-023898,train,중년,여성,"직장, 업무 스트레스",해당없음,불안,조심스러운,ANXIOUS,기한 안에 자료를 제출하지 못할까 봐 불안해서 야근을 했어. 야근을 했더니 피곤해져서 더 스트레스를 받는 것 같아. 오늘은 퇴근하고 취미활동을 하며 기분을 풀어야겠어.,Pro_08969,Pro_08969_00002,E38,S10_D02,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,ANXIOUS
train-025654,train,노년,여성,"건강,죽음",만성질환 무,분노,안달하는,ANXIOUS,매일 운동을 하는데도 갈수록 체력이 떨어지는 게 느껴져서 화가 나. 혹시 운동하는 방법이 잘못돼서 그러는 걸까? 헬스장에 다니면서 체계적인 운동법을 배우는 게 좋겠어.,Pro_12187,Pro_12187_00019,E16,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS
train-028406,train,중년,여성,건강,해당없음,슬픔,슬픔,SAD,매년 체력이 떨어지는 것 같아. 이제는 조금만 움직여도 쉽게 지쳐버려. 간단히 산책해볼까 해.,Pro_08831,Pro_08831_00004,E20,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-028417,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,우울한,SAD,요새 회사에서 계속 야근하니까 너무 힘들어. 일을 해도 해도 안 끝나는 것 같아. 열심히 하는데도 끝이 보이지 않아. 사람을 더 뽑아 달라니까 뽑아 주지도 않고. 돈 아낀다고 있는 사람들만 들들 볶고 있지. 인력 충원이 필요한데 요구해도 해주지 않아서 힘들어.,Pro_08955,Pro_08955_00010,E24,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-028568,train,노년,남성,"건강,죽음",만성질환 무,기쁨,자신하는,HAPPY,나 요즘 너무 규칙적인 생활을 하고 있어. 그런데 자꾸 새벽에 잠이 깨. 수면 시간이 짧아지니 오후에 졸려서.,Pro_10680,Pro_10680_00001,E69,S11_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,HAPPY
train-028867,train,청년,남성,"진로,취업,직장",해당없음,불안,취약한,ANXIOUS,의사가 되는 과정에서도 항상 코피 흘리며 힘들었지만 사실 지금이 더 힘들어. 우리나라의 취약한 의사 대접에 원통해. 의사들이 단체로 반발하고 파업을 해서 권위를 높여야 해.,Pro_03804,Pro_03804_00030,E33,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS
train-029328,train,중년,여성,건강,해당없음,분노,분노,ANGRY,나는 늘 열심히 운동하고 건강에 신경쓰는데 왜 나이에 비해서 체력이 떨어지는지 모르겠어. 운동만 하는 것이 아니라 좋은 음식을 먹도록 노력해봐야겠어.,Pro_08821,Pro_08821_00005,E10,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY
train-029545,train,중년,남성,"직장, 업무 스트레스",해당없음,분노,방어적인,ANGRY,어제 일이 너무 많아서 야근을 했지 뭐야! 피곤해 조금 쉬고 싶어. 직장 업무 스트레스로 이러다 쓰러지지나 않을지 모르겠어.,Pro_07385,Pro_07385_00011,E14,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY
train-029672,train,중년,여성,"직장, 업무 스트레스",해당없음,슬픔,눈물이 나는,SAD,어제 회사에서 또 야근을 했어. 너무 힘들어. 너무 힘들어. 그래도 일을 해야 하니 어쩔 수 없지.,Pro_08958,Pro_08958_00010,E27,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-030900,train,청년,여성,"진로,취업,직장",해당없음,상처,괴로워하는,SAD,아무리 야근을 해도 승진은 안되고 급여는 그대로야. 너무 지치고 힘들어. 응. 내 여기서 미래가 보여지는 것 같지 않아서 너무 답답하고 우울해. 오랜만에 나가서 바람도 쐬고 영화를 봐야겠어.,Pro_05379,Pro_05379_00015,E48,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-032362,train,중년,여성,"대인관계(부부, 자녀)",해당없음,상처,희생된,SAD,내가 이십년 넘게 주부로 살면서 남편 애들에게는 제일 좋은 것 먹이고 제일 좋은 것 입히고 살았는데 막상 나는 남은 음식이나 먹고 새 옷을 산 지도 오래야. 요즘 체력이 떨어져서 요가라도 좀 배워보고 싶은데 그 돈이면 애들 쇠고기라도 더 먹인다는 생각이 들어서 엄두가 안 나네. 큰돈이 드는 것도 아니니 일단 얘기를 해볼까?,Pro_08617,Pro_08617_00022,E46,S07_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-032805,train,중년,남성,"직장, 업무 스트레스",해당없음,기쁨,감사하는,HAPPY,이번 주면 하반기 기획안 마무리될 것 같아서 다행이다. 지난주까지 매일 야근하느라 너무 힘들고 스트레스 받았거든. 어. 그래도 이번 주에 보고하고 나면 한동안은 스트레스가 확 줄어들 것 같아.,Pro_07432,Pro_07432_00007,E61,S10_D02,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,HAPPY
train-032806,train,중년,남성,건강,해당없음,상처,"가난한, 불우한",SAD,요즘 나이가 들어서 그런지 통 기력이 없어. 어. 일도 바쁘고 체력도 많이 떨어졌어. 한의원에 갔더니 한약을 추천하더라고. 그런데 한약 값이 너무 비싸서 엄두를 못 내겠더라고.,Pro_07296,Pro_07296_00012,E45,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-033110,train,중년,여성,"직장, 업무 스트레스",해당없음,상처,"가난한, 불우한",SAD,요즘 야근이 많아서 너무 피곤한데 돈 때문에 계속 다녀야 하는 게 힘들어. 나만 왜 이렇게 가난한지 모르겠어.,Pro_08976,Pro_08976_00016,E45,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-033120,train,청년,여성,"진로,취업,직장",해당없음,상처,희생된,SAD,요즘 야근이 많아 피곤해. 일주일에 세 번 이상하고 있어. 주말에도 토요일은 거의 나가서 일하고 있어. 응. 갑자기 바빠져서 충원도 이야기 해 봤지만 요즘 경기가 어렵다고 우리가 희생 좀 해달라고 하네.,Pro_05377,Pro_05377_00020,E46,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-033955,train,청년,남성,대인관계,해당없음,슬픔,낙담한,SAD,나 요즘 매일 퇴사를 고민 중이라 힘들어. 사람들은 내가 좋은 직장에 다닌다고 부러워하지만 사실 아니야. 야근이 너무 많고 실적 압박도 커서 견디기 힘들어.,Pro_03559,Pro_03559_00007,E28,S04_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-034867,train,노년,남성,재정,만성질환 무,불안,걱정스러운,ANXIOUS,매일 밤 잠들기가 어려워. 너무나 불안해. 내일이 불안해. 당장 돈도 없고 나이는 들었고 미래가 불안해서 잠이 오지 않아. 가족들과 이야기해 봐야겠어. 잠을 잘 수 없어서 하루하루가 피곤하고 우울해.,Pro_10888,Pro_10888_00015,E37,S13_D02,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,ANXIOUS
train-035154,train,청년,여성,"진로,취업,직장",해당없음,분노,안달하는,ANXIOUS,오늘 피곤해서 빨리 퇴근하고 쉬려고 했는데 상사가 갑자기 야근시켰어. 짜증나. 왜 맨날 갑자기 야근시키는지 모르겠어. 시키는데 안 할 수도 없고. 최대한 빨리하고 가는 수밖에 없지. 빨리 끝내고 집에 가서 쉬어야겠어.,Pro_05347,Pro_05347_00029,E16,S06_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS
train-036122,train,청소년,여성,학업 및 진로,해당없음,당황,한심한,ANGRY,쪽지시험이 있다는 것을 까먹었어. 사실 알고 있었는데 너무 졸려서 곯아 떨어져 버렸어. 아니 잠을 않자더라도 나는 공부 안 했을 꺼야. 나는 정말 한심해.,Pro_01789,Pro_01789_00039,E58,S02_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANGRY
train-038112,train,노년,여성,"건강,죽음",만성질환 유,불안,불안,ANXIOUS,요새는 직장에 나가는 것이 두려울 때가 있어. 불면증이 매우 심해서 잠을 제대로 못 이루다 보니 정신적으로나 육체적으로 힘들어. 직장에서도 업무를 보는 데 어려움이 많고. 업무 성과가 낮으니 직장에서 불이익을 받을까 봐 초조하고 걱정이 돼. 솔직히 털어놓고 얘기해서 해결책을 찾아야 할 것 같아.,Pro_12141,Pro_12141_00025,E30,S11_D01,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS
train-038714,train,노년,남성,대인관계,만성질환 무,슬픔,후회되는,SAD,어제도 야근해서 너무 피곤해 죽겠어. 업종이 피곤하고 야근을 거의 매일 해야 하는 직업이라 매일 야근해. 낮에도 제대로 못 쉬고 힘들어. 그만둘 수도 없고 너무 슬프고 서글퍼.,Pro_09794,Pro_09794_00016,E23,S04_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-038945,train,노년,여성,대인관계,만성질환 무,슬픔,마비된,SAD,난 요즘 식욕이 없고 밤에 잠이 오지 않아 낮에도 늘 피곤한 상태여서 사람 만나기가 꺼려져. 문득 지난 세월을 돌이켜보니 모든 게 허무하게 느껴지며 늙어간다는 것이 슬퍼. 조금 더 노력해보고 개선되지 않으면 병원에 가서 약을 처방받아야겠어.,Pro_11356,Pro_11356_00011,E25,S04_D02,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,SAD
train-039228,train,노년,여성,대인관계,만성질환 무,슬픔,슬픔,SAD,소득이 일정하지가 않아. 그래서 힘들어도 먹고 살려면 열심히 일해야 하는데. 문제는 일만 해야 해. 그래서 누굴 만나지도 못하고 하루종일 일하면 녹초가 돼서 쓰러져 자버려.,Pro_11351,Pro_11351_00048,E20,S04_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-039814,train,노년,남성,"건강,죽음",만성질환 무,분노,노여워하는,ANGRY,나이가 드니 자녀들과의 관계가 예전 같지 않아. 예전에는 다정했는데 나이가 들고 기력이 없어져서 그런지 잘 찾아오려고 하지 않아. 맞아. 직접적으로 얘기하기도 어렵고 속으로만 앓고 있어.,Pro_10629,Pro_10629_00009,E18,S11_D02,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,ANGRY
train-039993,train,노년,남성,"건강,죽음",만성질환 유,슬픔,우울한,SAD,노년에 접어들면서 마누라가 몸이 무겁고 다리 아파서 운동하기가 싫다네. 나 혼자 나가지 말고 산책하는 기분으로 함께 다녀볼까? 나도 점점 더 쇠약해지는데 마누라가 더 약해질까 걱정만 앞서네.,Pro_10575,Pro_10575_00012,E24,S11_D01,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,SAD
train-040119,train,노년,여성,"건강,죽음",만성질환 무,상처,"가난한, 불우한",SAD,밤에 잠을 못 자서 낮에 너무 피곤해. 말도 하기 싫고 귀찮아서 하고 싶은 게 없어. 병원에서는 우울증이라고 했어. 사람 만나는 것도 힘들고 그냥 일상생활에 제약이 많아.,Pro_12216,Pro_12216_00019,E45,S11_D02,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,SAD
train-040183,train,노년,남성,"건강,죽음",만성질환 유,상처,"가난한, 불우한",SAD,당뇨가 심해서 먹는 것도 힘들고 치료도 어려워서 매일매일 불안한 날들이 계속되니 사는 게 지겨워. 언제 어떤 일이 생길지 모르니까 내가 잠들었다가 못 일어나지는 않을까 불안해서 불면증도 와. 아니 아직. 병원 가기가 좀 두렵네.,Pro_10596,Pro_10596_00016,E45,S11_D01,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,SAD
train-042698,train,청년,남성,"진로,취업,직장",해당없음,당황,외로운,SAD,답이 없는 미래 때문에 요즘 불면증약을 먹고 있는데 너무 불안하고 스트레스받아. 성인인데 부모님 도움을 받는 게 죄송하고 죄책감도 들어서 힘들어. 그냥 빨리 취업이 되면 이 기분들은 다 사라질 텐데.,Pro_03824,Pro_03824_00011,E53,S06_D02,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,SAD
train-043335,train,노년,남성,대인관계,만성질환 유,당황,죄책감의,SAD,요즘 부쩍 기력이 없어. 아침에 눈 뜨기도 힘들어. 마누라 있을 땐 끼니도 잘 먹었는데 그땐 고마운 줄을 몰랐어. 내가 할 줄 아는 거라고 해 봐야 뭐 간편식 그런 거 데워먹는 거 정도야.,Pro_09766,Pro_09766_00022,E55,S04_D01,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-043958,train,중년,여성,"직장, 업무 스트레스",해당없음,상처,괴로워하는,SAD,내가 다니는 회사는 매일 야근을 시켜. 너무 지치고 스트레스야. 심지어 이 회사랑 맞지도 않는 거 같아서 온 게 후회돼. 다른 회사로 갈걸. 다른 회사를 알아봐야 할 것 같아. 일단 이직할 준비를 해야겠다.,Pro_08979,Pro_08979_00005,E48,S10_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-044624,train,노년,여성,재정,만성질환 무,불안,회의적인,ANXIOUS,불면증이라 잠을 못 자. 돈이 없어서 벌어야 하는데 잠을 못 자서 몽롱하니 일하기 싫어. 약을 먹으면 너무 몽롱하고 안 먹으면 잠을 못 자니 힘들어. 차라리 병원에 가서 치료를 받고 얼른 돈 벌러 가야겠어. 그게 가장 빠른 방법이야.,Pro_12447,Pro_12447_00022,E36,S13_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,ANXIOUS
train-045038,train,노년,남성,"건강,죽음",만성질환 유,슬픔,우울한,SAD,알츠하이머를 앓고 있는 아내를 부양해야 하는데 나도 간 경화로 인해 체력이 떨어져 슬프군. 자식들은 나 몰라라 하고 아내는 점점 어린아이처럼 변해가니까 나도 지치고 울고 싶은 심정일세. 나라도 다시 정신을 차려야지. 체력을 기르기 위해서 운동도 해야겠어.,Pro_10575,Pro_10575_00024,E24,S11_D01,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-047224,train,청소년,여성,학업 및 진로,해당없음,분노,악의적인,ANGRY,공부만 하면 너무 졸려서 미치겠어. 성적은 계속 낮아져만 가. 어릴 때부터 기면증이 심했는데 시도 때도 없이 졸린 내가 너무 한심해서 죽고 싶어. 병원에 가서 약을 처방받으면 좀 나아지긴 한대.,Pro_01746,Pro_01746_00004,E15,S02_D02,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,ANGRY
train-047416,train,청년,여성,대인관계,해당없음,불안,조심스러운,ANXIOUS,난 결혼한 지 얼마 안 됐는데 청소랑 요리하는데 너무 힘들어. 사실 흥미가 없어. 남편에게 잘해주고 싶은데 요리에 자신감이 없어서 남편 퇴근하고 오면 내가 자꾸 위축돼. 요리 자신도 없고 하기 싫지만 요리 학원이라도 다녀야 할 것 같아.,Pro_05129,Pro_05129_00010,E38,S04_D02,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,ANXIOUS
train-049609,train,청년,남성,대인관계,해당없음,슬픔,후회되는,SAD,질병에 걸리고 내가 연약해졌단 생각에 남자로서 자신감이 떨어져. 이런 내가 안타까워. 전과 달리 쉽게 체력이 떨어지니 위축되고 이런 내 모습에 자기 연민이 들어. 몸 관리도 잘하며 이런 나도 받아들일 수 있도록 노력해야지.,Pro_03554,Pro_03554_00052,E23,S04_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-049854,train,청년,남성,대인관계,해당없음,슬픔,염세적인,SAD,맨날 야근해서 아들 얼굴 보기도 힘들어. 근데 아들이 집에 오면 반겨주지도 않네. 나도 보고 싶지 않아서 안 보는 게 아닌데 아들은 왜 내 맘을 몰라줄까? 내가 주말에는 대화도 많이 하고 맛난 것도 많이 사줄 거야.,Pro_03557,Pro_03557_00018,E26,S04_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-049945,train,청소년,남성,가족관계,해당없음,불안,불안,ANXIOUS,부모님이 다른 건 못하게 하고 공부만 하길 원하셔서 힘들어. 시험 날짜는 다가오는데 공부는 안 돼서 밤에 잠을 못 자겠어. 너무 초조해. 부모님께 나의 상황을 잘 말씀드리고 싶어. 부모님께서 나에게 부담을 안 주시면 좋겠어.,Pro_00081,Pro_00081_00014,E30,S01_D02,True,strict-physical-fatigue-candidate,False,manual-reject-non-physical-or-mixed-context,ANXIOUS
train-050999,train,노년,남성,재정,만성질환 무,슬픔,마비된,SAD,건설현장에서 일하다가 허리를 다쳐서 일을 못해. 아들이 곧 결혼인데 돈이 없어 큰일이야. 잔업과 야근 수당도 다 날라간 판이라 막막해. 돈이 나올 구멍이 없어 너무 힘들어. 재택 아르바이트나 몸에 무리가 가지 않는 단기 아르바이트를 찾아봐야겠어.,Pro_10876,Pro_10876_00001,E25,S13_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
train-051472,train,중년,여성,건강,해당없음,상처,고립된,SAD,요새 허리가 좀 아픈 거 같아서 병원에 가니 디스크라고 해서 기력이 없어. 잠깐 무리했나 싶은 건데 완치되기가 어렵다고 하더라고. 남편에게 도움을 좀 요청하고 물리치료도 꾸준히 받아야겠어.,Pro_08854,Pro_08854_00018,E43,S09_D02,True,strict-physical-fatigue-candidate,True,manual-keep-physical-fatigue-seed,SAD
